wuc,description,full_context
722XJ,"+150 VDC, +250 VDC, +300 VDC, -105 VDC, +150 VDC POWER","72000 RADAR NAVIGATION SYSTEM > 72200 AN/APN-59F/B/SEARCH RADAR SYSTEM > 722X0 RECEIVER TRANSMITTER RT-289G > 722XJ +150 VDC, +250 VDC, +300 VDC, -105 VDC, +150 VDC POWER"
722XK,"+300 VDC, +150 VDC POWER SUPPLY","72000 RADAR NAVIGATION SYSTEM > 72200 AN/APN-59F/B/SEARCH RADAR SYSTEM > 722X0 RECEIVER TRANSMITTER RT-289G > 722XK +300 VDC, +150 VDC POWER SUPPLY"
722XL,"-150 VDC, -225 VDC POWER SUPPLY","72000 RADAR NAVIGATION SYSTEM > 72200 AN/APN-59F/B/SEARCH RADAR SYSTEM > 722X0 RECEIVER TRANSMITTER RT-289G > 722XL -150 VDC, -225 VDC POWER SUPPLY"
722XM,OVERLOAD MODULATOR,72000 RADAR NAVIGATION SYSTEM > 72200 AN/APN-59F/B/SEARCH RADAR SYSTEM > 722X0 RECEIVER TRANSMITTER RT-289G > 722XM OVERLOAD MODULATOR
722XN,LOCAL OSCILLATOR,72000 RADAR NAVIGATION SYSTEM > 72200 AN/APN-59F/B/SEARCH RADAR SYSTEM > 722X0 RECEIVER TRANSMITTER RT-289G > 722XN LOCAL OSCILLATOR
722Y0,FLEXIBLE WAVEGUIDE,72000 RADAR NAVIGATION SYSTEM > 72200 AN/APN-59F/B/SEARCH RADAR SYSTEM > 722Y0 FLEXIBLE WAVEGUIDE
722Z0,RIGID WAVEGUIDE,72000 RADAR NAVIGATION SYSTEM > 72200 AN/APN-59F/B/SEARCH RADAR SYSTEM > 722Z0 RIGID WAVEGUIDE
72300,LTN-92 INERTIAL NAVIGATION SYSTEM,72000 RADAR NAVIGATION SYSTEM > 72300 LTN-92 INERTIAL NAVIGATION SYSTEM
72310,REMOTE DISPLAY UNIT SELECT SWITCH,72000 RADAR NAVIGATION SYSTEM > 72300 LTN-92 INERTIAL NAVIGATION SYSTEM > 72310 REMOTE DISPLAY UNIT SELECT SWITCH
72399,NOC,72000 RADAR NAVIGATION SYSTEM > 72300 LTN-92 INERTIAL NAVIGATION SYSTEM > 72390 > 72399 NOC
723A0,CONTROL DISPLAY UNIT (CDU) 458900-06-01,72000 RADAR NAVIGATION SYSTEM > 72300 LTN-92 INERTIAL NAVIGATION SYSTEM > 723A0 CONTROL DISPLAY UNIT (CDU) 458900-06-01
723B0,INERTIAL NAVIGATION UNIT (INU) 463001,72000 RADAR NAVIGATION SYSTEM > 72300 LTN-92 INERTIAL NAVIGATION SYSTEM > 723B0 INERTIAL NAVIGATION UNIT (INU) 463001
723C0,MODE SELECTOR UNIT (MSU) 452100-02-03,72000 RADAR NAVIGATION SYSTEM > 72300 LTN-92 INERTIAL NAVIGATION SYSTEM > 723C0 MODE SELECTOR UNIT (MSU) 452100-02-03
723D0,INERTIA-DOPPLER STATUS PANEL,72000 RADAR NAVIGATION SYSTEM > 72300 LTN-92 INERTIAL NAVIGATION SYSTEM > 723D0 INERTIA-DOPPLER STATUS PANEL
7.23E+02,NAV JUNCTION BOX,72000 RADAR NAVIGATION SYSTEM > 72300 LTN-92 INERTIAL NAVIGATION SYSTEM > 723E0 NAV JUNCTION BOX
723EA,A1 CARD,72000 RADAR NAVIGATION SYSTEM > 72300 LTN-92 INERTIAL NAVIGATION SYSTEM > 723E0 NAV JUNCTION BOX > 723EA A1 CARD
723EB,A2 CARD,72000 RADAR NAVIGATION SYSTEM > 72300 LTN-92 INERTIAL NAVIGATION SYSTEM > 723E0 NAV JUNCTION BOX > 723EB A2 CARD
723F0,INERTIA JUNCTION BOX,72000 RADAR NAVIGATION SYSTEM > 72300 LTN-92 INERTIAL NAVIGATION SYSTEM > 723F0 INERTIA JUNCTION BOX
723FA,A1 CARD,72000 RADAR NAVIGATION SYSTEM > 72300 LTN-92 INERTIAL NAVIGATION SYSTEM > 723F0 INERTIA JUNCTION BOX > 723FA A1 CARD
723FB,A2 CARD,72000 RADAR NAVIGATION SYSTEM > 72300 LTN-92 INERTIAL NAVIGATION SYSTEM > 723F0 INERTIA JUNCTION BOX > 723FB A2 CARD
723G0,BLOWER ASSEMBLY,72000 RADAR NAVIGATION SYSTEM > 72300 LTN-92 INERTIAL NAVIGATION SYSTEM > 723G0 BLOWER ASSEMBLY
723H0,INVERTER,72000 RADAR NAVIGATION SYSTEM > 72300 LTN-92 INERTIAL NAVIGATION SYSTEM > 723H0 INVERTER
723J0,AIRFLOW PRESSURE SWITCH,72000 RADAR NAVIGATION SYSTEM > 72300 LTN-92 INERTIAL NAVIGATION SYSTEM > 723J0 AIRFLOW PRESSURE SWITCH
723K0,LEDEX RELAY,72000 RADAR NAVIGATION SYSTEM > 72300 LTN-92 INERTIAL NAVIGATION SYSTEM > 723K0 LEDEX RELAY
723L0,AUTOPILOT SWITCHING RELAY,72000 RADAR NAVIGATION SYSTEM > 72300 LTN-92 INERTIAL NAVIGATION SYSTEM > 723L0 AUTOPILOT SWITCHING RELAY
723M0,BATTERY,72000 RADAR NAVIGATION SYSTEM > 72300 LTN-92 INERTIAL NAVIGATION SYSTEM > 723M0 BATTERY
723N0,SELECT SWITCH (AP VG/AP INS),72000 RADAR NAVIGATION SYSTEM > 72300 LTN-92 INERTIAL NAVIGATION SYSTEM > 723N0 SELECT SWITCH (AP VG/AP INS)
723P0,SELECT SWITCH (VD VG/FO INS),72000 RADAR NAVIGATION SYSTEM > 72300 LTN-92 INERTIAL NAVIGATION SYSTEM > 723P0 SELECT SWITCH (VD VG/FO INS)
723Q0,SELECT SWITCH (INS),72000 RADAR NAVIGATION SYSTEM > 72300 LTN-92 INERTIAL NAVIGATION SYSTEM > 723Q0 SELECT SWITCH (INS)
723R0,ANNUNCIATOR LIGHT (INS VEL MIX),72000 RADAR NAVIGATION SYSTEM > 72300 LTN-92 INERTIAL NAVIGATION SYSTEM > 723R0 ANNUNCIATOR LIGHT (INS VEL MIX)
723S0,ANNUNCIATOR LIGHT (INS TAC MIX),72000 RADAR NAVIGATION SYSTEM > 72300 LTN-92 INERTIAL NAVIGATION SYSTEM > 723S0 ANNUNCIATOR LIGHT (INS TAC MIX)
723T0,ANNUNCIATOR LIGHT (INS NAV INOP),72000 RADAR NAVIGATION SYSTEM > 72300 LTN-92 INERTIAL NAVIGATION SYSTEM > 723T0 ANNUNCIATOR LIGHT (INS NAV INOP)
723U0,ANNUNCIATOR LIGHT (INS ATT INOP),72000 RADAR NAVIGATION SYSTEM > 72300 LTN-92 INERTIAL NAVIGATION SYSTEM > 723U0 ANNUNCIATOR LIGHT (INS ATT INOP)
723V0,BATTERY TRAY,72000 RADAR NAVIGATION SYSTEM > 72300 LTN-92 INERTIAL NAVIGATION SYSTEM > 723V0 BATTERY TRAY
723W0,DATA LOADER 40200,72000 RADAR NAVIGATION SYSTEM > 72300 LTN-92 INERTIAL NAVIGATION SYSTEM > 723W0 DATA LOADER 40200
723X0,DATA TRANSFER SELECTOR 35700-00-01,72000 RADAR NAVIGATION SYSTEM > 72300 LTN-92 INERTIAL NAVIGATION SYSTEM > 723X0 DATA TRANSFER SELECTOR 35700-00-01
723Y0,REMOTE DISPLAY UNIT (RDU) 463590-01-01,72000 RADAR NAVIGATION SYSTEM > 72300 LTN-92 INERTIAL NAVIGATION SYSTEM > 723Y0 REMOTE DISPLAY UNIT (RDU) 463590-01-01
723Z0,DARMS INS SELECT SWITCH,72000 RADAR NAVIGATION SYSTEM > 72300 LTN-92 INERTIAL NAVIGATION SYSTEM > 723Z0 DARMS INS SELECT SWITCH
72400,LTN-2001 GLOBAL POSITIONING SYSTEM,72000 RADAR NAVIGATION SYSTEM > 72400 LTN-2001 GLOBAL POSITIONING SYSTEM
72499,NOC,72000 RADAR NAVIGATION SYSTEM > 72400 LTN-2001 GLOBAL POSITIONING SYSTEM > 72490 > 72499 NOC
724A0,REMOTE SENSOR 456205-0300-0300,72000 RADAR NAVIGATION SYSTEM > 72400 LTN-2001 GLOBAL POSITIONING SYSTEM > 724A0 REMOTE SENSOR 456205-0300-0300
724B0,ANTENNA ASSY 626699-1,72000 RADAR NAVIGATION SYSTEM > 72400 LTN-2001 GLOBAL POSITIONING SYSTEM > 724B0 ANTENNA ASSY 626699-1
72500,AN/APN-232 COMBINED ALTITUDE RADAR ALTIMETER SYSTEM,72000 RADAR NAVIGATION SYSTEM > 72500 AN/APN-232 COMBINED ALTITUDE RADAR ALTIMETER SYSTEM
72599,NOC,72000 RADAR NAVIGATION SYSTEM > 72500 AN/APN-232 COMBINED ALTITUDE RADAR ALTIMETER SYSTEM > 72590 > 72599 NOC
725A0,"ANTENNA ASSY AS-3644/APN-232(V), 8803700018-3","72000 RADAR NAVIGATION SYSTEM > 72500 AN/APN-232 COMBINED ALTITUDE RADAR ALTIMETER SYSTEM > 725A0 ANTENNA ASSY AS-3644/APN-232(V), 8803700018-3"
725B0,"RECEIVER-TRANSMITTER RT-1438/APN-232(V), 8010000653-2","72000 RADAR NAVIGATION SYSTEM > 72500 AN/APN-232 COMBINED ALTITUDE RADAR ALTIMETER SYSTEM > 725B0 RECEIVER-TRANSMITTER RT-1438/APN-232(V), 8010000653-2"
725C0,"INDICATOR ID-2329/APN-232(V), 8843500029-2","72000 RADAR NAVIGATION SYSTEM > 72500 AN/APN-232 COMBINED ALTITUDE RADAR ALTIMETER SYSTEM > 725C0 INDICATOR ID-2329/APN-232(V), 8843500029-2"
72600,INS TRUE AIRSPEED (TAS) SYSTEM,72000 RADAR NAVIGATION SYSTEM > 72600 INS TRUE AIRSPEED (TAS) SYSTEM
72699,NOC,72000 RADAR NAVIGATION SYSTEM > 72600 INS TRUE AIRSPEED (TAS) SYSTEM > 72690 > 72699 NOC
726A0,SAT/TAS/TAT COMPUTER 37070-235,72000 RADAR NAVIGATION SYSTEM > 72600 INS TRUE AIRSPEED (TAS) SYSTEM > 726A0 SAT/TAS/TAT COMPUTER 37070-235
726B0,OAT PROBE 102AH2AF,72000 RADAR NAVIGATION SYSTEM > 72600 INS TRUE AIRSPEED (TAS) SYSTEM > 726B0 OAT PROBE 102AH2AF
72700,FLIGHT MANAGEMENT SYSTEM (RC/TC /WC-135),72000 RADAR NAVIGATION SYSTEM > 72700 FLIGHT MANAGEMENT SYSTEM (RC/TC /WC-135)
72799,NOC,72000 RADAR NAVIGATION SYSTEM > 72700 FLIGHT MANAGEMENT SYSTEM (RC/TC /WC-135) > 72790 > 72799 NOC
727A0,FMS SECTION,72000 RADAR NAVIGATION SYSTEM > 72700 FLIGHT MANAGEMENT SYSTEM (RC/TC /WC-135) > 727A0 FMS SECTION
727AA,CONTROL DISPLAY UNIT (CDU),72000 RADAR NAVIGATION SYSTEM > 72700 FLIGHT MANAGEMENT SYSTEM (RC/TC /WC-135) > 727A0 FMS SECTION > 727AA CONTROL DISPLAY UNIT (CDU)
727AB,NAVIGATIONAL COMPUTER UNIT (NCU),72000 RADAR NAVIGATION SYSTEM > 72700 FLIGHT MANAGEMENT SYSTEM (RC/TC /WC-135) > 727A0 FMS SECTION > 727AB NAVIGATIONAL COMPUTER UNIT (NCU)
727AC,CONFIGURATION MODULE,72000 RADAR NAVIGATION SYSTEM > 72700 FLIGHT MANAGEMENT SYSTEM (RC/TC /WC-135) > 727A0 FMS SECTION > 727AC CONFIGURATION MODULE
727AD,DATA TRANSFER UNIT (DTU),72000 RADAR NAVIGATION SYSTEM > 72700 FLIGHT MANAGEMENT SYSTEM (RC/TC /WC-135) > 727A0 FMS SECTION > 727AD DATA TRANSFER UNIT (DTU)
727AE,GPS ANTENNA,72000 RADAR NAVIGATION SYSTEM > 72700 FLIGHT MANAGEMENT SYSTEM (RC/TC /WC-135) > 727A0 FMS SECTION > 727AE GPS ANTENNA
727AF,FUEL FLOW CONVERTER,72000 RADAR NAVIGATION SYSTEM > 72700 FLIGHT MANAGEMENT SYSTEM (RC/TC /WC-135) > 727A0 FMS SECTION > 727AF FUEL FLOW CONVERTER
727AG,CDU TRANSFER RELAY,72000 RADAR NAVIGATION SYSTEM > 72700 FLIGHT MANAGEMENT SYSTEM (RC/TC /WC-135) > 727A0 FMS SECTION > 727AG CDU TRANSFER RELAY
727AH,FMS DATA PORT PANEL,72000 RADAR NAVIGATION SYSTEM > 72700 FLIGHT MANAGEMENT SYSTEM (RC/TC /WC-135) > 727A0 FMS SECTION > 727AH FMS DATA PORT PANEL
727AJ,MULTIFUNCTION CONTROL DISPLAY UNIT (MCDU),72000 RADAR NAVIGATION SYSTEM > 72700 FLIGHT MANAGEMENT SYSTEM (RC/TC /WC-135) > 727A0 FMS SECTION > 727AJ MULTIFUNCTION CONTROL DISPLAY UNIT (MCDU)
727AK,FMS-GPS CONVERTOR,72000 RADAR NAVIGATION SYSTEM > 72700 FLIGHT MANAGEMENT SYSTEM (RC/TC /WC-135) > 727A0 FMS SECTION > 727AK FMS-GPS CONVERTOR
727BA,LN-100GT,72000 RADAR NAVIGATION SYSTEM > 72700 FLIGHT MANAGEMENT SYSTEM (RC/TC /WC-135) > 727B0 > 727BA LN-100GT
727BB,MODE SELECT UNIT (MSU),72000 RADAR NAVIGATION SYSTEM > 72700 FLIGHT MANAGEMENT SYSTEM (RC/TC /WC-135) > 727B0 > 727BB MODE SELECT UNIT (MSU)
727BC,GPS ANTENNA,72000 RADAR NAVIGATION SYSTEM > 72700 FLIGHT MANAGEMENT SYSTEM (RC/TC /WC-135) > 727B0 > 727BC GPS ANTENNA
727BD,GPS LOAD PANEL,72000 RADAR NAVIGATION SYSTEM > 72700 FLIGHT MANAGEMENT SYSTEM (RC/TC /WC-135) > 727B0 > 727BD GPS LOAD PANEL
727BE,GPS POWER DIVIDER,72000 RADAR NAVIGATION SYSTEM > 72700 FLIGHT MANAGEMENT SYSTEM (RC/TC /WC-135) > 727B0 > 727BE GPS POWER DIVIDER
727BF,GPS BATTERY,72000 RADAR NAVIGATION SYSTEM > 72700 FLIGHT MANAGEMENT SYSTEM (RC/TC /WC-135) > 727B0 > 727BF GPS BATTERY
72800,WXR-700X COLOR WEATHER RADAR SYSTEM,72000 RADAR NAVIGATION SYSTEM > 72800 WXR-700X COLOR WEATHER RADAR SYSTEM
72899,NOC,72000 RADAR NAVIGATION SYSTEM > 72800 WXR-700X COLOR WEATHER RADAR SYSTEM > 72890 > 72899 NOC
728A0,ANTENNA PEDESTAL WMA-701X (W),72000 RADAR NAVIGATION SYSTEM > 72800 WXR-700X COLOR WEATHER RADAR SYSTEM > 728A0 ANTENNA PEDESTAL WMA-701X (W)
728B0,ANTENNA FLATPLATE WFA-701X (W),72000 RADAR NAVIGATION SYSTEM > 72800 WXR-700X COLOR WEATHER RADAR SYSTEM > 728B0 ANTENNA FLATPLATE WFA-701X (W)
728C0,RECEIVER TRANSMITTER WRT-701X (W) (SC),72000 RADAR NAVIGATION SYSTEM > 72800 WXR-700X COLOR WEATHER RADAR SYSTEM > 728C0 RECEIVER TRANSMITTER WRT-701X (W) (SC)
728D0,R/T MOUNT WMT-701X (W),72000 RADAR NAVIGATION SYSTEM > 72800 WXR-700X COLOR WEATHER RADAR SYSTEM > 728D0 R/T MOUNT WMT-701X (W)
7.28E+02,RADAR CONTROL PANEL WCP-701 (W),72000 RADAR NAVIGATION SYSTEM > 72800 WXR-700X COLOR WEATHER RADAR SYSTEM > 728E0 RADAR CONTROL PANEL WCP-701 (W)
72900,FMS-800 MANAGEMENT SYSTEM,72000 RADAR NAVIGATION SYSTEM > 72900 FMS-800 MANAGEMENT SYSTEM
72999,NOC,72000 RADAR NAVIGATION SYSTEM > 72900 FMS-800 MANAGEMENT SYSTEM > 72990 > 72999 NOC
729B0,CONTROL DISPLAY UNIT CDU-900B,72000 RADAR NAVIGATION SYSTEM > 72900 FMS-800 MANAGEMENT SYSTEM > 729B0 CONTROL DISPLAY UNIT CDU-900B
729J0,(AFTER TCTO 1C-135-1846 OR 1C-135-1905) DTU UNIVERSAL,72000 RADAR NAVIGATION SYSTEM > 72900 FMS-800 MANAGEMENT SYSTEM > 729J0 (AFTER TCTO 1C-135-1846 OR 1C-135-1905) DTU UNIVERSAL
729K0,"DATA TRANSFER UNIT, DTU-7000","72000 RADAR NAVIGATION SYSTEM > 72900 FMS-800 MANAGEMENT SYSTEM > 729K0 DATA TRANSFER UNIT, DTU-7000"
729M0,DATA CARD PCMCIA (W),72000 RADAR NAVIGATION SYSTEM > 72900 FMS-800 MANAGEMENT SYSTEM > 729M0 DATA CARD PCMCIA (W)
729N0,DISCRETE RELAY JUNCTION BOX,72000 RADAR NAVIGATION SYSTEM > 72900 FMS-800 MANAGEMENT SYSTEM > 729N0 DISCRETE RELAY JUNCTION BOX
729NA,RELAY PN AZ83P2-2C-24DE,72000 RADAR NAVIGATION SYSTEM > 72900 FMS-800 MANAGEMENT SYSTEM > 729N0 DISCRETE RELAY JUNCTION BOX > 729NA RELAY PN AZ83P2-2C-24DE
729NB,RELAY PN AZ733-2C-24DE,72000 RADAR NAVIGATION SYSTEM > 72900 FMS-800 MANAGEMENT SYSTEM > 729N0 DISCRETE RELAY JUNCTION BOX > 729NB RELAY PN AZ733-2C-24DE
729NC,RELAY PN AZ830-2C-24DE,72000 RADAR NAVIGATION SYSTEM > 72900 FMS-800 MANAGEMENT SYSTEM > 729N0 DISCRETE RELAY JUNCTION BOX > 729NC RELAY PN AZ830-2C-24DE
729ND,CIRCUIT CARD ASSEMBLY PN 686-4738-001,72000 RADAR NAVIGATION SYSTEM > 72900 FMS-800 MANAGEMENT SYSTEM > 729N0 DISCRETE RELAY JUNCTION BOX > 729ND CIRCUIT CARD ASSEMBLY PN 686-4738-001
729NE,CIRCUIT CARD ASSEMBLY PN 686-4736-001,72000 RADAR NAVIGATION SYSTEM > 72900 FMS-800 MANAGEMENT SYSTEM > 729N0 DISCRETE RELAY JUNCTION BOX > 729NE CIRCUIT CARD ASSEMBLY PN 686-4736-001
729NF,J-1 CABLE ASSY PN 816-4736-001,72000 RADAR NAVIGATION SYSTEM > 72900 FMS-800 MANAGEMENT SYSTEM > 729N0 DISCRETE RELAY JUNCTION BOX > 729NF J-1 CABLE ASSY PN 816-4736-001
729NG,J-2 CABLE ASSY PN 816-1038-002,72000 RADAR NAVIGATION SYSTEM > 72900 FMS-800 MANAGEMENT SYSTEM > 729N0 DISCRETE RELAY JUNCTION BOX > 729NG J-2 CABLE ASSY PN 816-1038-002
729NH,J-3 CABLE ASSY PN 816-1038-003,72000 RADAR NAVIGATION SYSTEM > 72900 FMS-800 MANAGEMENT SYSTEM > 729N0 DISCRETE RELAY JUNCTION BOX > 729NH J-3 CABLE ASSY PN 816-1038-003
729NJ,RELAY PN 214-1023-010,72000 RADAR NAVIGATION SYSTEM > 72900 FMS-800 MANAGEMENT SYSTEM > 729N0 DISCRETE RELAY JUNCTION BOX > 729NJ RELAY PN 214-1023-010
729NK,RELAY PN 214-1023-020,72000 RADAR NAVIGATION SYSTEM > 72900 FMS-800 MANAGEMENT SYSTEM > 729N0 DISCRETE RELAY JUNCTION BOX > 729NK RELAY PN 214-1023-020
729NL,RELAY PN 214-1024-010,72000 RADAR NAVIGATION SYSTEM > 72900 FMS-800 MANAGEMENT SYSTEM > 729N0 DISCRETE RELAY JUNCTION BOX > 729NL RELAY PN 214-1024-010
729NM,CIRCUIT CARD ASSEMBLY PN 816-2397-001,72000 RADAR NAVIGATION SYSTEM > 72900 FMS-800 MANAGEMENT SYSTEM > 729N0 DISCRETE RELAY JUNCTION BOX > 729NM CIRCUIT CARD ASSEMBLY PN 816-2397-001
729NN,CABLE ASSEMBLY PN 816-1038-004,72000 RADAR NAVIGATION SYSTEM > 72900 FMS-800 MANAGEMENT SYSTEM > 729N0 DISCRETE RELAY JUNCTION BOX > 729NN CABLE ASSEMBLY PN 816-1038-004
729NP,RELAY PN 410-0681-010,72000 RADAR NAVIGATION SYSTEM > 72900 FMS-800 MANAGEMENT SYSTEM > 729N0 DISCRETE RELAY JUNCTION BOX > 729NP RELAY PN 410-0681-010
729P0,LEDEX RELAY,72000 RADAR NAVIGATION SYSTEM > 72900 FMS-800 MANAGEMENT SYSTEM > 729P0 LEDEX RELAY
729Q0,INTEGRATED PROCESSING CENTER,72000 RADAR NAVIGATION SYSTEM > 72900 FMS-800 MANAGEMENT SYSTEM > 729Q0 INTEGRATED PROCESSING CENTER
729QA,DIGITAL SWITCHING MODULE,72000 RADAR NAVIGATION SYSTEM > 72900 FMS-800 MANAGEMENT SYSTEM > 729Q0 INTEGRATED PROCESSING CENTER > 729QA DIGITAL SWITCHING MODULE
729QB,INPUT OUTPUT CONCENTRATOR (SC),72000 RADAR NAVIGATION SYSTEM > 72900 FMS-800 MANAGEMENT SYSTEM > 729Q0 INTEGRATED PROCESSING CENTER > 729QB INPUT OUTPUT CONCENTRATOR (SC)
729QC,COMMON COMPUTING MODULE,72000 RADAR NAVIGATION SYSTEM > 72900 FMS-800 MANAGEMENT SYSTEM > 729Q0 INTEGRATED PROCESSING CENTER > 729QC COMMON COMPUTING MODULE
729QD,POWER AND ENVIRONMENTAL MODULE,72000 RADAR NAVIGATION SYSTEM > 72900 FMS-800 MANAGEMENT SYSTEM > 729Q0 INTEGRATED PROCESSING CENTER > 729QD POWER AND ENVIRONMENTAL MODULE
729QE,POWER ENVIRONMENTAL MODULE BATTERY,72000 RADAR NAVIGATION SYSTEM > 72900 FMS-800 MANAGEMENT SYSTEM > 729Q0 INTEGRATED PROCESSING CENTER > 729QE POWER ENVIRONMENTAL MODULE BATTERY
729QF,COMMON COMPUTING MODULE 7010 (MODIFIED) (SC),72000 RADAR NAVIGATION SYSTEM > 72900 FMS-800 MANAGEMENT SYSTEM > 729Q0 INTEGRATED PROCESSING CENTER > 729QF COMMON COMPUTING MODULE 7010 (MODIFIED) (SC)
729R0,AIRCRAFT PERSONALITY MODULE (APM),72000 RADAR NAVIGATION SYSTEM > 72900 FMS-800 MANAGEMENT SYSTEM > 729R0 AIRCRAFT PERSONALITY MODULE (APM)
729S0,FMS POWER CONTROL RELAY ASSEMBLY (RJ 6816),72000 RADAR NAVIGATION SYSTEM > 72900 FMS-800 MANAGEMENT SYSTEM > 729S0 FMS POWER CONTROL RELAY ASSEMBLY (RJ 6816)
729S1,POWER CONT RELAY PANEL (PCRP) (MODIFIED),72000 RADAR NAVIGATION SYSTEM > 72900 FMS-800 MANAGEMENT SYSTEM > 729S0 FMS POWER CONTROL RELAY ASSEMBLY (RJ 6816) > 729S1 POWER CONT RELAY PANEL (PCRP) (MODIFIED)
72B00,AN/APN-242 RADAR SYSTEM (RC/TC/WC-135),72000 RADAR NAVIGATION SYSTEM > 72B00 AN/APN-242 RADAR SYSTEM (RC/TC/WC-135)
72B99,NOC,72000 RADAR NAVIGATION SYSTEM > 72B00 AN/APN-242 RADAR SYSTEM (RC/TC/WC-135) > 72B90 > 72B99 NOC
72BA0,AN/APN-242 RADAR SYSTEM (RC/TC-135),72000 RADAR NAVIGATION SYSTEM > 72B00 AN/APN-242 RADAR SYSTEM (RC/TC/WC-135) > 72BA0 AN/APN-242 RADAR SYSTEM (RC/TC-135)
72BAA,DIGITAL SCAN CONVERTER,72000 RADAR NAVIGATION SYSTEM > 72B00 AN/APN-242 RADAR SYSTEM (RC/TC/WC-135) > 72BA0 AN/APN-242 RADAR SYSTEM (RC/TC-135) > 72BAA DIGITAL SCAN CONVERTER
72BAB,RT-1754,72000 RADAR NAVIGATION SYSTEM > 72B00 AN/APN-242 RADAR SYSTEM (RC/TC/WC-135) > 72BA0 AN/APN-242 RADAR SYSTEM (RC/TC-135) > 72BAB RT-1754
72BAC,RT-831B,72000 RADAR NAVIGATION SYSTEM > 72B00 AN/APN-242 RADAR SYSTEM (RC/TC/WC-135) > 72BA0 AN/APN-242 RADAR SYSTEM (RC/TC-135) > 72BAC RT-831B
72BAD,AS-4428,72000 RADAR NAVIGATION SYSTEM > 72B00 AN/APN-242 RADAR SYSTEM (RC/TC/WC-135) > 72BA0 AN/APN-242 RADAR SYSTEM (RC/TC-135) > 72BAD AS-4428
72BAE,CD-121 ANTENNA INTERFACE UNIT,72000 RADAR NAVIGATION SYSTEM > 72B00 AN/APN-242 RADAR SYSTEM (RC/TC/WC-135) > 72BA0 AN/APN-242 RADAR SYSTEM (RC/TC-135) > 72BAE CD-121 ANTENNA INTERFACE UNIT
72BAF,NAVIGATORâ€™S VIDEO MONITOR,72000 RADAR NAVIGATION SYSTEM > 72B00 AN/APN-242 RADAR SYSTEM (RC/TC/WC-135) > 72BA0 AN/APN-242 RADAR SYSTEM (RC/TC-135) > 72BAF NAVIGATORâ€™S VIDEO MONITOR
72BAG,PILOTâ€™S VIDEO MONITOR,72000 RADAR NAVIGATION SYSTEM > 72B00 AN/APN-242 RADAR SYSTEM (RC/TC/WC-135) > 72BA0 AN/APN-242 RADAR SYSTEM (RC/TC-135) > 72BAG PILOTâ€™S VIDEO MONITOR
72BAH,NAVIGATORâ€™S VIDEO CONTROL,72000 RADAR NAVIGATION SYSTEM > 72B00 AN/APN-242 RADAR SYSTEM (RC/TC/WC-135) > 72BA0 AN/APN-242 RADAR SYSTEM (RC/TC-135) > 72BAH NAVIGATORâ€™S VIDEO CONTROL
72BAJ,RADAR SET CONTROL,72000 RADAR NAVIGATION SYSTEM > 72B00 AN/APN-242 RADAR SYSTEM (RC/TC/WC-135) > 72BA0 AN/APN-242 RADAR SYSTEM (RC/TC-135) > 72BAJ RADAR SET CONTROL
72BAK,DIGITAL SCAN CONVERTER MOUNT,72000 RADAR NAVIGATION SYSTEM > 72B00 AN/APN-242 RADAR SYSTEM (RC/TC/WC-135) > 72BA0 AN/APN-242 RADAR SYSTEM (RC/TC-135) > 72BAK DIGITAL SCAN CONVERTER MOUNT
72BAL,VIDEO AMPLIFIER,72000 RADAR NAVIGATION SYSTEM > 72B00 AN/APN-242 RADAR SYSTEM (RC/TC/WC-135) > 72BA0 AN/APN-242 RADAR SYSTEM (RC/TC-135) > 72BAL VIDEO AMPLIFIER
72BAM,HD-150 COOLING FAN,72000 RADAR NAVIGATION SYSTEM > 72B00 AN/APN-242 RADAR SYSTEM (RC/TC/WC-135) > 72BA0 AN/APN-242 RADAR SYSTEM (RC/TC-135) > 72BAM HD-150 COOLING FAN
72C00,AN/APN-69 RADAR BEACON SYSTEM (DEACTIVATED),72000 RADAR NAVIGATION SYSTEM > 72C00 AN/APN-69 RADAR BEACON SYSTEM (DEACTIVATED)
72C99,NOC,72000 RADAR NAVIGATION SYSTEM > 72C00 AN/APN-69 RADAR BEACON SYSTEM (DEACTIVATED) > 72C90 > 72C99 NOC
72CB0,COMPONENTS,72000 RADAR NAVIGATION SYSTEM > 72C00 AN/APN-69 RADAR BEACON SYSTEM (DEACTIVATED) > 72CB0 COMPONENTS
72CBE,"CASE, RT-204","72000 RADAR NAVIGATION SYSTEM > 72C00 AN/APN-69 RADAR BEACON SYSTEM (DEACTIVATED) > 72CB0 COMPONENTS > 72CBE CASE, RT-204"
72CBF,AUTOMATIC FREQUENCY CONTROL MODULE,72000 RADAR NAVIGATION SYSTEM > 72C00 AN/APN-69 RADAR BEACON SYSTEM (DEACTIVATED) > 72CB0 COMPONENTS > 72CBF AUTOMATIC FREQUENCY CONTROL MODULE
72CC0,COMPONENTS,72000 RADAR NAVIGATION SYSTEM > 72C00 AN/APN-69 RADAR BEACON SYSTEM (DEACTIVATED) > 72CC0 COMPONENTS
72CC9,MOUNT,72000 RADAR NAVIGATION SYSTEM > 72C00 AN/APN-69 RADAR BEACON SYSTEM (DEACTIVATED) > 72CC0 COMPONENTS > 72CC9 MOUNT
